id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
549968691051907491,👒Country Garden 311👒 @ 4-5pax Johor Bahru City,427954309,Ck,North Region,Lim Chu Kang,1.46501,103.72577,Entire home/apt,55,1,15,2022-08-14,2.08,6,363,15,
550327819393251571,👒R&F👒 651 romantic studio 💕Johor Bahru city by CK,427954309,Ck,North Region,Woodlands,1.46065,103.77081,Entire home/apt,46,1,26,2022-08-14,3.35,6,330,26,
550330965154303020,👒R&F👒 city-view 🌆2BR 4-5pax Johor Bahru city by CK,427954309,Ck,North Region,Woodlands,1.45974,103.77078,Entire home/apt,58,1,15,2022-09-18,1.93,6,363,15,
551680444111465541,Private Twin Room with Shared Bathroom,10167021,Oyo,North Region,Woodlands,1.46175,103.76976,Private room,41,1,0,,,2,334,0,
551700812382502186,Village Hotel Bugis - Family Room 10% Off BAR,435814987,Village Hotel Bugis,Central Region,Downtown Core,1.3015,103.85693,Private room,1015,1,0,,,9,322,0,L0041
551718433160403581,Village Hotel Bugis - Superior Room 10% Off BAR,435814987,Village Hotel Bugis,Central Region,Rochor,1.30291,103.85876,Private room,941,1,1,2022-05-10,0.22,9,325,1,L0041
551721556791874223,Village Hotel Bugis - Deluxe Room 10% Off BAR,435814987,Village Hotel Bugis,Central Region,Downtown Core,1.30169,103.85695,Private room,962,1,0,,,9,338,0,L0041
551722653532298616,Village Hotel Bugis - Superior Room Min 14 Nights Stay,435814987,Village Hotel Bugis,Central Region,Downtown Core,1.30086,103.85726,Private room,120,1,8,2022-08-20,1.44,9,74,8,L0041
551725004681410072,Village Hotel Bugis - Deluxe Room Min 14 Nights Stay,435814987,Village Hotel Bugis,Central Region,Downtown Core,1.30167,103.8567,Private room,140,1,1,2022-05-21,0.24,9,87,1,L0041
551729043183491656,Village Hotel Bugis - Family Room Min 14 Nights Stay,435814987,Village Hotel Bugis,Central Region,Rochor,1.30285,103.85908,Private room,190,1,0,,,9,79,0,L0041
552522721685476936,Private Room with Shared Bathroom in Johor Bahru,10167021,Oyo,North Region,Woodlands,1.46253,103.76809,Private room,39,1,0,,,2,307,0,
552579620916019491,FS C2 Central Farrer Park MRT heritage common room,7095710,Elise,Central Region,Kallang,1.31584,103.85703,Private room,50,92,0,,,11,294,0,
553505301804729171,Modern Cozy 1Bedroom for 2-4 Guest @Puteri Harbour,373952881,Gorjerziey,West Region,Western Water Catchment,1.41711,103.65599,Entire home/apt,40,1,47,2022-09-18,6.35,2,166,47,
554284336935825575,NEW Comfy Studio Apt /WIFI @ Orchard/Somerset Area,109333133,Kein Quyen,Central Region,River Valley,1.29615,103.83811,Entire home/apt,202,2,3,2022-08-07,0.63,8,347,3,
555485245775653349,SeaView  1BR HighFloor near Legoland,163025370,Sharm,West Region,Western Water Catchment,1.41544,103.6554,Entire home/apt,41,1,1,2022-05-04,0.21,18,90,1,
557583698794578163,Teega Family Suite by NestHome【Bathtub | Legoland】,351932154,Nest,West Region,Western Water Catchment,1.41462,103.65541,Entire home/apt,98,1,27,2022-09-21,3.62,21,81,27,
558466565760151852,R&F 4BED By StarShine Home/富力公主湾,359796386,Starshine,North Region,Woodlands,1.4578,103.76834,Entire home/apt,169,1,17,2022-09-11,2.62,7,348,17,
559056248885116682,KINN Capsule Hotel @ Boat Quay Singapore,454778026,KINN Capsule,Central Region,Singapore River,1.287497,103.848557,Shared room,75,1,23,2022-09-10,4.93,1,54,23,S0473
559961473992757421,"❤Paragon Suite, Blossom Suite by HomestayJB.com",257073850,Starcity,North Region,Woodlands,1.46734,103.76977,Entire home/apt,83,1,4,2022-06-19,0.78,6,357,4,
560019705524643522,Tatami Style Living Inside an Old Shophouse,130900577,Sonia,Central Region,Rochor,1.30806,103.85404,Shared room,50,92,0,,,1,365,0,
560567595890239105,Almas Suites-M18-Puteri Harbour@Legoland@JB新山,256745705,Penly,West Region,Western Water Catchment,1.41782,103.65156,Entire home/apt,43,1,16,2022-09-04,2.26,5,137,16,
561228977923853028,WR Suite Seaview R&F Princess Cove【above R&F Mall】,226851541,Tang,North Region,Woodlands,1.45749,103.76882,Entire home/apt,65,1,8,2022-08-14,1.11,18,324,8,
561845343836340237,Johor Bahru City Center View @ R&F Princess Cove,226851541,Tang,North Region,Woodlands,1.45977,103.76918,Entire home/apt,66,1,5,2022-08-28,0.80,18,332,5,
562605971381613093,2-Bedroom Serviced Apartment with Kitchen & WIFI,148161755,Jan,Central Region,Rochor,1.29846,103.85375,Private room,460,6,2,2022-06-11,0.29,26,27,2,Authorised Serviced Apartment
562635688754086089,R&F 【Valir Suite】🎱〖R&F Mall🍢🍜Johor Bahru〗💜,299612468,Ping An,North Region,Woodlands,1.45968,103.76876,Entire home/apt,106,1,2,2022-09-03,0.72,5,359,2,
563313689809256465,🎐【Venus Suite】🎱〖Mahjong Table🀄✨Johor Bahru〗💜,299612468,Ping An,North Region,Woodlands,1.45986,103.77007,Entire home/apt,130,1,13,2022-09-18,3.02,5,340,13,
563404009116264685,R&F 【Hilda Suite】🛍️〖Sea View 🌊🐳Johor Bahru〗💜,299612468,Ping An,North Region,Woodlands,1.45769,103.77033,Entire home/apt,106,1,3,2022-05-30,0.62,5,301,3,
563527736129843129,【R&F】1BR/DK Stylish-Black Chic Designer Suite byⓗⓢ,260813040,Havona,North Region,Woodlands,1.4584490523318727,103.76970508126678,Entire home/apt,51,1,59,2022-09-18,8.39,34,158,59,
563596344643582478,R&F❤️SeaView❤️2@ Johor Bahru 【JB，City Square，JBCC】,432430481,Maco,North Region,Woodlands,1.45904,103.77046,Entire home/apt,56,1,4,2022-09-06,1.97,4,344,4,
563596809177444958,A Cozy Room with a Large Window near Redhill MRT,1439258,Kay,Central Region,Bukit Merah,1.29043,103.8089,Private room,81,60,0,,,44,226,0,S0399
563618363860543248,Marina One super big one bedroom condo,343559915,Sun,Central Region,Downtown Core,1.27825,103.85154,Entire home/apt,250,92,0,,,7,365,0,
563876797991569826,FS S2 central studio with private bath & kitchen.,7095710,Elise,Central Region,Kallang,1.31618,103.85503,Entire home/apt,115,92,0,,,11,307,0,
563987633929940472,One Of A Kind (Studio),442018274,Ming Sheng From Lyf One-North SG,Central Region,Queenstown,1.300727,103.788452,Private room,272,7,0,,,2,349,0,Authorised Serviced Apartment
565472425441947502,Sky Suites 29,278481966,Crystin,North Region,Woodlands,1.46339,103.77035,Entire home/apt,47,1,13,2022-09-04,1.91,2,0,13,
566996619079818522,Nice Superior Queen Room at Shobi Hotel,446087302,Zuzu,North Region,Woodlands,1.46918,103.75843,Private room,155,1,0,,,1,365,0,
567011869054168680,Pool View 1BR unit at R&F Princess by ANJU,446099453,Anju,North Region,Woodlands,1.45969,103.76804,Entire home/apt,49,1,36,2022-09-18,7.71,20,344,36,
567225306259796229,Serviced Apartment-Premium One bedroom in city 8,24496358,Katherine,Central Region,Novena,1.318524,103.847511,Entire home/apt,170,6,2,2022-08-15,0.38,39,259,2,
567674157094647418,R&F Princess Cove 2BR 4pax [near SG Custom],446266753,YY Home,North Region,Woodlands,1.45784,103.76915,Entire home/apt,67,1,11,2022-09-18,2.28,2,180,11,
567910789087190907,Serviced Apartment-Premium One bedroom studio 5,24496358,Katherine,Central Region,Novena,1.31896,103.84668,Entire home/apt,170,6,2,2022-07-02,0.52,39,260,2,
568310354692562029,"Comfy & Stylish Suite in Suasana JB, Free Parking",351771307,Advante Homes,North Region,Woodlands,1.46336,103.761948,Entire home/apt,56,1,11,2022-08-01,1.74,24,259,11,
568467447895319244,⭐⭐⭐⭐R&F Princess Cove International Luxury SUITE♥️,434308539,Eco Group,North Region,Woodlands,1.45802,103.77024,Entire home/apt,61,1,17,2022-09-06,2.58,5,80,17,
569178871366725696,R&F【Cozy 1B High Floor】by SC Homestay,374622313,SouthCentennial,North Region,Woodlands,1.45982,103.76855,Entire home/apt,65,1,2,2022-07-02,0.41,17,60,2,
569225009327985337,1 Bedroom Fully Furnished Condo Apartment w Pool,446608982,Nex,East Region,Pasir Ris,1.35641,103.96411,Entire home/apt,125,93,1,2022-09-15,1,1,215,1,
569868326525616546,Elegant & Simple Studio Apartment Near Central,138649185,Fiona,Central Region,Outram,1.27634,103.84163,Entire home/apt,430,30,0,,,217,356,0,
569903391590341902,Rare 3-bedroom walk-up apartment,340572938,Jessica,Central Region,Toa Payoh,1.33062,103.87531,Entire home/apt,260,92,1,2022-08-20,0.88,1,297,1,
570021053543593969,Lovely queens bedroom with good view at citycentre,8978331,Jane,Central Region,Downtown Core,1.27968,103.85193,Private room,85,92,0,,,10,365,0,
570110048341186852,CK 【R&F】富力公主湾公寓 29,278481966,Crystin,North Region,Woodlands,1.45888,103.76754,Entire home/apt,44,1,8,2022-05-05,1.19,2,0,8,
571344298305335079,Shipping Container 3 @ one-north,109741357,Lorraine,Central Region,Queenstown,1.29862,103.7877,Entire home/apt,271,1,9,2022-09-06,1.44,8,61,9,
571352760576491118,Shipping Container 4 @ one-north,109741357,Lorraine,Central Region,Queenstown,1.29905,103.78739,Entire home/apt,271,1,18,2022-09-01,2.74,8,58,18,
571378546943439445,Cosy Studio plus study in town area,33241202,Kenneth,Central Region,Novena,1.31945,103.83388,Entire home/apt,160,93,1,2022-08-22,0.94,2,234,1,
572103734184670145,⭐️NestHome D'Nest Suite⭐️【Ultimate 180' Seaview!】,351932154,Nest,North Region,Lim Chu Kang,1.46581,103.72755,Entire home/apt,116,1,38,2022-09-18,5.67,21,66,38,
572118628246638033,⭐️Ultimate Sunset & Seaview!⭐️NestHome Beach Suite,351932154,Nest,North Region,Lim Chu Kang,1.46386,103.72827,Entire home/apt,107,1,25,2022-09-12,3.99,21,69,25,
572303285040362277,Orchard Bedroom w/ private bathroom in prime condo,14879742,Emre,Central Region,Orchard,1.3058,103.82584,Private room,145,92,0,,,1,365,0,Authorised Serviced Apartment
573069293842099564,⭐️Pool View!⭐️Nest Home D'Lux Suite【Danga Bay Beach】,351932154,Nest,North Region,Lim Chu Kang,1.46409,103.72894,Entire home/apt,65,1,10,2022-09-18,1.99,21,86,10,
573593959643081823,⭐️Avenger! | Seaview⭐️ NestHome D'Marvel【Danga Bay】,351932154,Nest,North Region,Lim Chu Kang,1.46589,103.72792,Entire home/apt,85,1,19,2022-09-11,2.95,21,76,19,
576306352729782900,Seaview 1Bedroom R&F Princess Cove @ R&F Mall,179043241,Hommie,North Region,Woodlands,1.45932,103.76753,Entire home/apt,59,1,8,2022-09-04,1.23,9,360,8,
576464805708331661,"Dream Suite R&F Princess Cove Homestay [CS, CIQ]",179043241,Hommie,North Region,Woodlands,1.45792,103.76752,Entire home/apt,57,1,16,2022-09-05,3.14,9,362,16,
576477072160181024,Simple 2Bed R&F Princess Cove Johor Bahru,179043241,Hommie,North Region,Woodlands,1.4592,103.76914,Entire home/apt,66,1,14,2022-08-12,2.16,9,359,14,
577754419759425803,🌿☘️🍃Yussy Relaxing Patio 4Bedroom @R&F Condo,352241873,Keith Kok,North Region,Woodlands,1.45787,103.77021,Entire home/apt,122,1,41,2022-09-11,6.34,13,17,41,
578514814169114809,Level Up (Loft) Studio,442018274,Ming Sheng From Lyf One-North SG,Central Region,Queenstown,1.300834,103.788559,Private room,303,1,0,,,2,318,0,Authorised Serviced Apartment
579330871713715770,Luxurious 1 Bedroom with attached lap pool,52509358,Vince,North-East Region,Punggol,1.40739,103.90315,Private room,100,92,0,,,1,265,0,
579978013812693610,🌟Yussy Classy Inn 3 Bedroom @R&F Princess Cove,352241873,Keith Kok,North Region,Woodlands,1.45982,103.77033,Entire home/apt,77,1,33,2022-09-11,6.51,13,20,33,
580141959554389351,Comfy Deluxe Studio Apt @ Orchard/ Somerset Area,46685310,Yin,Central Region,River Valley,1.29581,103.83797,Entire home/apt,198,2,10,2022-08-19,1.73,11,332,10,
580226596963352685,【R&F】The Vintage Collective Suite byⓗⓢ #NEW#,260813040,Havona,North Region,Woodlands,1.46085,103.77054,Entire home/apt,43,1,41,2022-09-22,6.44,34,76,41,
583274723611545234,New Deluxe Comfy Studio Apt@ Somerset/Orchard Area,109333133,Kein Quyen,Central Region,River Valley,1.29478,103.8382,Entire home/apt,200,2,4,2022-07-04,0.63,8,351,4,
583288024499275434,NEW Comfy 2 BR Apartment @Somerset/ Orchard Area,109333133,Kein Quyen,Central Region,River Valley,1.29466,103.83946,Entire home/apt,282,2,4,2022-09-03,0.74,8,222,4,
584416427834148294,New Cozy Studio Apt /Wifi @ Somerset/ Orchard Area,10248444,Binh Chan,Central Region,River Valley,1.29673,103.84027,Entire home/apt,223,2,0,,,19,315,0,
584416455299922958,New Comfy Studio /Wifi @ Somerset/City Area,10248444,Binh Chan,Central Region,River Valley,1.2962,103.83977,Entire home/apt,279,2,1,2022-08-19,0.83,19,350,1,
584424875265439800,New City Deluxe studio/WIFI@ Central/Somerset Area,10248444,Binh Chan,Central Region,River Valley,1.29528,103.84019,Entire home/apt,219,2,3,2022-06-26,0.55,19,355,3,
584474252157304528,-->Timeless Ultimate Couple Gateway w Netflix,31490114,Robin & Louise,West Region,Western Water Catchment,1.41851,103.65509,Entire home/apt,41,1,27,2022-09-01,4.40,22,334,27,
584627171908608922,NEW Deluxe Studio Apt/ Wifi @ City/Somerset Area,46685310,Yin,Central Region,River Valley,1.29458,103.83887,Entire home/apt,216,2,1,2022-07-07,0.38,11,336,1,
584652160035748921,NEW Cozy Deluxe Studio Apt @ Orchard/Somerset Area,61619807,Ong,Central Region,River Valley,1.29636,103.83982,Entire home/apt,199,2,0,,,13,345,0,
584652272512848277,NEW Cozy Deluxe Studio/WIFI@ Orchard/Somerset Area,61619807,Ong,Central Region,River Valley,1.29488,103.84017,Entire home/apt,205,2,4,2022-08-14,0.90,13,350,4,Authorised Serviced Apartment
584652489542769474,Cozy Deluxe Studio APT/WIFI@ Somerset/Central Area,61619807,Ong,Central Region,River Valley,1.2966,103.8402,Entire home/apt,229,2,0,,,13,316,0,
584711831372191686,NEW Comfy Deluxe Studio Apt@ Somerset/Orchard Area,109333133,Kein Quyen,Central Region,River Valley,1.29598,103.83822,Entire home/apt,219,2,1,2022-08-30,1,8,319,1,Authorised Serviced Apartment
584712246359490326,NEW Comfy Deluxe Studio Apt@ Somerset/Orchard Area,109333133,Kein Quyen,Central Region,River Valley,1.296,103.83997,Entire home/apt,203,2,3,2022-09-01,0.55,8,313,3,Authorised Serviced Apartment
584719795004690615,New Cozy Bedroom Suite/Wifi@ Somerset/Orchard Area,109333133,Kein Quyen,Central Region,River Valley,1.29502,103.84022,Private room,140,2,3,2022-09-06,3,8,308,3,Authorised Serviced Apartment
585684460638668347,Furnished aircon room with sea/bay view,23466247,Willy,Central Region,Kallang,1.30939,103.86245,Private room,150,100,0,,,3,365,0,
589641638609387870,📹Yussy Fairy Projector SeaView 2BR @ R&F Princess,352241873,Keith Kok,North Region,Woodlands,1.45872,103.77014,Entire home/apt,79,1,46,2022-09-11,7.80,13,27,46,
591773077684652213,Lovely 1 bedroom Studio with Swimming Pool,451456319,竑广,Central Region,Bukit Timah,1.325,103.81091,Entire home/apt,150,93,0,,,1,270,0,
592987841158656504,Shine Suite R&F Princess Cove @ R&F Mall,226851541,Tang,North Region,Woodlands,1.45753,103.76894,Entire home/apt,84,1,7,2022-09-14,1.23,18,360,7,
593097933578669042,Marina Bay Sands hotel 新加坡滨海湾金沙酒店,360882199,Lina,Central Region,Downtown Core,1.28152,103.8573,Private room,656,1,13,2022-08-05,2.71,18,258,13,S2008
593108082586273757,Marina Bay Sands(MBS)hotel deluxe and premier room,360882199,Lina,Central Region,Downtown Core,1.28245,103.85788,Private room,672,1,31,2022-09-05,5.38,18,83,31,S2009
593692933725971922,R&F Princess Cove 2bd Free Wifi Netflix Parking,373211793,Hing Loong,North Region,Woodlands,1.45964,103.77018,Entire home/apt,46,1,42,2022-09-13,7.16,3,36,42,
594536209906548303,JBtown SKS pavilion 15FL studio FreeWiFi 1-5pax,31963017,Kim,North Region,Woodlands,1.47,103.76223,Entire home/apt,40,1,5,2022-09-18,1.83,2,362,5,
594597443306648372,Teega Suites • Z Studio [Pool & Sea View 2+2 Pax],71004297,Zhi Qin,West Region,Western Water Catchment,1.41594,103.654411,Entire home/apt,29,1,8,2022-08-21,1.67,1,330,8,
595109668436651122,[R&F Mall] Country Style Seaview 2 bedrooms,352241873,Keith Kok,North Region,Woodlands,1.458805,103.769371,Entire home/apt,58,1,25,2022-09-07,4.49,13,30,25,
595133307449923232,【Private BBQ & Sunset View】D'Potter Suite 2BR,351932154,Nest,North Region,Woodlands,1.46731,103.76589,Entire home/apt,69,1,48,2022-09-18,8.37,21,66,48,
595549893585733310,HCK[R&F] 2BR 2-4pax City View/Walk CIQ/Sunset@JB,95993346,Kylie,North Region,Woodlands,1.45838,103.77033,Entire home/apt,62,1,28,2022-09-21,5.19,1,40,28,
595997349603086785,3-bedroom condo near Farrer Park MRT,11565499,Séverine,Central Region,Kallang,1.31462,103.8589,Entire home/apt,200,92,0,,,1,173,0,
597236119117778121,Gorgeous Waterfront Living with Views,452204023,Valerie,Central Region,Queenstown,1.27128,103.79836,Entire home/apt,241,14,1,2022-06-25,0.33,5,90,1,Authorised Serviced Apartment
597410502443468714,【POLO Suites】Highest Floor { 🌊🇸🇬 View} Netflix Wifi,255653535,Kuan Chu,North Region,Woodlands,1.46705,103.77115,Entire home/apt,47,1,32,2022-09-21,6.32,1,331,32,
598016774683855083,🎀Yussy Korean-style 3 Bedroom @R&F Princess Cove,352241873,Keith Kok,North Region,Woodlands,1.45809,103.76869,Entire home/apt,77,1,20,2022-09-06,3.97,13,15,20,
598767056595178619,Waterfront 2 Bedroom Superior,452204023,Valerie,Central Region,Queenstown,1.27126,103.79836,Entire home/apt,200,14,1,2022-05-10,0.22,5,127,1,Authorised Serviced Apartment
598848645154429077,Sea View 1BR of Dual-Key R&F Princess by ANJU,446099453,Anju,North Region,Woodlands,1.45915,103.7696,Entire home/apt,59,1,13,2022-09-13,2.34,20,347,13,
598911290335045537,Cozy and Restful Waterfront Studio,452204023,Valerie,Central Region,Queenstown,1.27016,103.79775,Entire home/apt,230,14,0,,,5,74,0,Authorised Serviced Apartment
598919695211418759,Sea View 2BR of Dual-Key R&F Princess by ANJU,446099453,Anju,North Region,Woodlands,1.45866,103.77072,Entire home/apt,72,1,35,2022-09-18,6.33,20,338,35,
598927021404210571,Sea View Dual-Key unit at R&F Princess by ANJU,446099453,Anju,North Region,Woodlands,1.45997,103.76911,Entire home/apt,117,1,0,,,20,335,0,
599044707010585796,Splendid Studio On Beach Road,156409670,Tia,Central Region,Kallang,1.30261,103.86342,Entire home/apt,210,90,0,,,180,363,0,Authorised Serviced Apartment
599520900417971255,E&D @ Almas Studio 02,453144201,Pan,West Region,Western Water Catchment,1.41627,103.65102,Entire home/apt,48,1,1,2022-05-01,0.21,5,363,1,
599522656478265896,E&D @ Almas Studio 03,453144201,Pan,West Region,Western Water Catchment,1.41774,103.64975,Entire home/apt,48,1,0,,,5,357,0,
599529594073643768,E&D @ Almas Studio 04,453144201,Pan,West Region,Western Water Catchment,1.41766,103.65031,Entire home/apt,48,1,3,2022-06-23,0.76,5,356,3,
599562996273670621,Lovely 4 bedroom apartment with big balcony,238891646,Neha,West Region,Clementi,1.3082,103.76833,Entire home/apt,390,90,1,2022-05-01,0.21,88,364,1,Authorised Serviced Apartment
599610659013320019,Lovely Single Studio,452204023,Valerie,Central Region,Queenstown,1.27014,103.79798,Entire home/apt,230,14,0,,,5,77,0,Authorised Serviced Apartment
599614733485891152,E&D @ Almas Studio 01,453144201,Pan,West Region,Western Water Catchment,1.416831,103.653244,Entire home/apt,48,1,4,2022-08-28,0.83,5,363,4,
599626408734532176,"Airy 2 Bedroom, Top Floor",461577696,Lillian,Central Region,Queenstown,1.26995,103.79804,Entire home/apt,268,14,0,,,2,77,0,Authorised Serviced Apartment
600343509785549765,Royal-R&F Princess Cove-JB-CIQ-6Pax,159685188,Guesthouse Solution,North Region,Woodlands,1.45743,103.76982,Entire home/apt,121,1,1,2022-05-02,0.21,8,128,1,
600368610274995087,Oriental-R&F Princess Cove-CIQ-6pax,159685188,Guesthouse Solution,North Region,Woodlands,1.45791,103.76997,Entire home/apt,121,1,4,2022-09-10,0.85,8,216,4,
600382469418098505,Marina bay sands hotel with infinity pool deluxe,46075735,Sweet Home,Central Region,Downtown Core,1.28291,103.85879,Private room,1255,1,26,2022-09-16,5.17,10,69,26,S7292
600396772552006707,English Style-Seaview-R&F Princess Cove-CIQ-6Pax,159685188,Guesthouse Solution,North Region,Woodlands,1.45973,103.76907,Entire home/apt,121,1,5,2022-06-14,1.03,8,221,5,
600873749965833855,Dreamscape Inn-R&F Princess Cove-CIQ-6Pax,159685188,Guesthouse Solution,North Region,Woodlands,1.45798,103.76877,Entire home/apt,114,1,6,2022-09-03,1.13,8,124,6,
601026499690374231,R&F 【 2Bed Fully Seaview】 by SC Homestay,374622313,SouthCentennial,North Region,Woodlands,1.45931,103.76812,Entire home/apt,90,1,9,2022-09-18,1.94,17,68,9,
601224010844237665,"MODERN 3-BR on NEWTON RD, SINGAPORE",138649185,Fiona,Central Region,Novena,1.31521,103.8425,Entire home/apt,429,92,0,,,217,361,0,Authorised Serviced Apartment
601332885590273580,Marina Bay Sands hotel 新加坡金沙酒店,360882199,Lina,Central Region,Downtown Core,1.28245,103.85788,Private room,685,1,25,2022-08-30,4.75,18,136,25,S2006
601647529478525918,E&D @ Almas Duplex 01,453144201,Pan,West Region,Western Water Catchment,1.416831,103.653244,Entire home/apt,87,1,5,2022-08-28,1.04,5,332,5,
602404867602970361,Welcoming Studio with Sunset View,452204023,Valerie,Central Region,Queenstown,1.27016,103.79832,Private room,230,14,0,,,5,90,0,Authorised Serviced Apartment
602593937490027793,East Coast room in shared apt,5981335,Apple,Central Region,Marine Parade,1.30744,103.89537,Private room,55,92,0,,,1,365,0,
602610929119708884,🏜️C59 Almas MUJI STYLE STUDIO 100mbps 🌈STAY,268892083,Stay Property Management,West Region,Western Water Catchment,1.41735,103.651,Entire home/apt,39,1,30,2022-09-18,5.84,38,360,30,
602611244491993683,🌷【Caitlyn Suite】✨〖5mins to Legoland🎠⛲JohorBahru〗❤️,305023316,Uha Medini,West Region,Western Water Catchment,1.41706,103.65218,Entire home/apt,50,1,3,2022-08-31,0.69,19,332,3,
602614181236982772,🌷【Diana Suite】✨〖Almas Suites🌆🌅JohorBahru〗❤️,305023316,Uha Medini,West Region,Western Water Catchment,1.41781,103.65215,Entire home/apt,50,1,5,2022-08-14,0.97,19,364,5,
602615766343133266,🌷【Draven Suite】✨〖Medini Iskandar🛍️🛒JohorBahru〗❤️,305023316,Uha Medini,West Region,Western Water Catchment,1.41801,103.65199,Entire home/apt,50,1,3,2022-09-04,0.56,19,364,3,
602617642330990555,🌷【 Ezreal Suite】✨〖SunwayBigBox Mall📚🍿JohorBahru〗❤️,305023316,Uha Medini,West Region,Western Water Catchment,1.41732,103.65299,Entire home/apt,50,1,5,2022-07-11,0.95,19,362,5,
602619034684289295,🌷【Fizz Suite】✨〖Sunway Xpark🏁🏎️JohorBahru〗❤️,305023316,Uha Medini,West Region,Western Water Catchment,1.41624,103.65189,Entire home/apt,50,1,2,2022-08-22,0.42,19,265,2,
603132042920924348,"2 BR Stylish balcony Apt, Swimming pool 2mins MRT",208879398,Amy,East Region,Bedok,1.306582,103.923561,Entire home/apt,358,2,5,2022-09-10,3.41,3,113,5,Authorised Serviced Apartment
603243616438295416,Landmark of Singapore MBS hotel with rooftop pool,46075735,Sweet Home,Central Region,Downtown Core,1.28328,103.8585,Private room,1227,1,32,2022-09-02,6.19,10,76,32,S7292
603353367422710106,Designer Studio Apartment In Singapore's Chinatown,156409670,Tia,Central Region,Outram,1.28465,103.84732,Entire home/apt,761,6,0,,,180,364,0,S0056
603588541137230505,Marina Bay Sands Hotel rooms and suites,343559915,Sun,Central Region,Downtown Core,1.28147,103.85674,Private room,581,1,12,2022-09-11,2.48,7,169,12,S2005
604716361293678447,Functional Studio Apartment in Vibrant Chinatown,138649185,Fiona,Central Region,Downtown Core,1.2849,103.84892,Entire home/apt,330,3,1,2022-07-26,0.50,217,344,1,S8948
604754348722142004,R&F/UnblockSeaview 2bedroom/5pax/SmartTV,258278929,Japheth,North Region,Woodlands,1.45807,103.76859,Entire home/apt,58,1,18,2022-09-12,3.55,8,360,18,
605435672552810868,Cozy 3BR unit at R&F Princess by ANJU,446099453,Anju,North Region,Woodlands,1.45891,103.76882,Entire home/apt,86,1,28,2022-09-18,5.87,20,345,28,
605534351376328745,"Pleasant 3 BR in Clarke Quay, 3 mins stroll to MRT",156409670,Tia,Central Region,Singapore River,1.29105,103.84186,Entire home/apt,445,30,0,,,180,364,0,S0016
605978847187166845,West coast city view bedroom beside balcony,420351962,Allie,West Region,Clementi,1.30596,103.76697,Private room,48,16,5,2022-07-24,1.40,1,21,5,Authorised Serviced Apartment
606116889096267882,Cozy 1Bed (Seaview + Poolview) Attached With Mall,239652596,Zatul,North Region,Woodlands,1.4592231958412025,103.7684012029399,Entire home/apt,58,1,0,,,1,362,0,
606147906156505458,COCOON ROOM,56421978,Nancy,Central Region,Kallang,1.317613,103.85199,Entire home/apt,56,92,0,,,5,296,0,
606329696219047813,"Triple Cabin, Shared bathroom near Jalan Besar MRT",328013026,Alex,Central Region,Rochor,1.30427,103.85505,Private room,382,1,45,2022-09-20,9.71,6,354,45,S0452
606869090277252046,Danga Bay Homestay@Country Garden  Near CIQ,434148455,Chu,North Region,Lim Chu Kang,1.47002,103.7274,Entire home/apt,34,1,15,2022-09-02,2.96,1,352,15,
607011734913672707,Sausana Suites D'Homestay 03,430381321,Projection,North Region,Woodlands,1.46396,103.76276,Entire home/apt,73,1,3,2022-07-11,0.85,9,341,3,
607011748405677878,"Suasana Suites D'Homestay01 JB Town, Johor Bahru",430381321,Projection,North Region,Woodlands,1.46336,103.761948,Entire home/apt,94,1,3,2022-05-29,0.60,9,337,3,
607752820342654712,"Common room for rent, 650m to CIQ, R&F",31557595,Jay,North Region,Woodlands,1.46155,103.7695,Private room,16,90,0,,,4,364,0,
607783900392681519,"Single room in R&F, JB, 650m to CIQ/SG 单人房",31557595,Jay,North Region,Woodlands,1.46163,103.76915,Private room,14,90,0,,,4,358,0,
608255306306686065,❤ Almas Suite 09 by Nest Home ❤ Legoland • Netflix,351932154,Nest,West Region,Western Water Catchment,1.41796,103.65353,Entire home/apt,39,1,22,2022-09-19,4.34,21,179,22,
609192469169907888,"Marina Bay Sands Hotel
Deluxe/Premier Room",66517759,Christina,Central Region,Downtown Core,1.28339,103.85764,Private room,707,2,13,2022-09-04,2.73,3,306,13,S7292
609303081692505934,Lovely 1BR Pvt Bath Walk-in Wardrobe Near Orchard,346157938,Halo,Central Region,Tanglin,1.29388,103.82811,Private room,139,92,0,,,2,150,0,Authorised Serviced Apartment
609331305758744526,1 RM Ensuite Bath Shared Living Near Orchard,346157938,Halo,Central Region,Tanglin,1.29446,103.83079,Private room,99,95,0,,,2,297,0,Authorised Serviced Apartment
609755590100413686,Modern 2 BR Walking To Viva Vista Mall,138649185,Fiona,Central Region,Queenstown,1.27902,103.78622,Entire home/apt,334,92,1,2022-05-29,0.26,217,364,1,Authorised Serviced Apartment
609828806117538772,🌷【Sona Suite】✨〖5 mins HardRockCafe🍰☕JohorBahru〗❤️,305023316,Uha Medini,West Region,Western Water Catchment,1.41617,103.65173,Entire home/apt,50,1,4,2022-06-26,0.91,19,359,4,
610311547048308118,"Cozy, High-Floor 2BR Apt Near LEGOLAND",351771307,Advante Homes,West Region,Western Water Catchment,1.417929,103.655365,Entire home/apt,51,1,14,2022-09-06,2.96,24,361,14,
